cue_x,cue_y,target_x,target_y,pocket_x,pocket_y,angle_to_pocket,cut_angle,distance_cue_to_target,distance_target_to_pocket,num_balls_in_path,ball_colour,is_snookered,shot_score,is_recommended,shot_type
2.198035177898936,1.0234343090673221,2.1037946231468965,0.4929181726337938,1.434894259891991,1.4462881173752518,125.05414440964911,45.12705524856108,0.5388215411212977,1.1646209458441297,1,yellow,False,19.114266536461972,False,medium_cut
1.2464147688958285,1.0099576212940318,2.8280903625087195,0.5978432468836334,0.020443971922316194,0.018688535357207117,-168.34463960018437,26.259388412005904,1.634483386586222,2.866757477439645,0,black,True,8.971692681155453,False,thin_cut
2.438418092548326,0.2878269441383204,0.1163755568720348,1.3982731237913213,-0.015166813823829922,0.029245645776709246,-95.48838976030483,69.93035048195617,2.5739021456527684,1.3753325528203488,3,red,False,0.0,False,heavy_cut
1.9805252025285933,0.05205066113889672,0.695571194438472,0.11955560817410314,-0.027043580929629087,0.03582033439072777,-173.39015017556207,9.617114050170244,1.286725969575921,0.727450142384939,0,green,False,61.03849154267389,False,straight
0.26746366800092464,0.43139532096603833,1.6975837254093231,0.15854460045727062,-0.02241313344738634,1.4251340617886212,143.63241935149676,25.566006193209205,1.4559158266479402,2.1360332530259423,0,brown,False,9.572372613211625,False,thin_cut
2.770767478648387,0.22313355289971012,1.179152247443749,0.6182258846659857,-0.008621980358835941,1.439613018733963,145.33479549992342,20.724256036923407,1.6399198135345232,1.4441206460141869,2,black,False,13.355523048679322,False,thin_cut
2.161636753652602,0.5620196404862855,1.8106596265924657,0.24032598965234214,2.8505500242206514,1.419210781235563,48.58458985580603,6.07728161189047,0.4761005657487274,1.5719864474306133,3,pink,True,25.975647604430605,False,straight
2.2324226269865486,1.390671489196698,1.6653883061141512,0.9724588281106442,-0.02498238330547929,1.4428651881822798,164.44886377568642,51.961537089314675,0.7045777110723127,1.754604004111709,0,black,False,9.26865485795735,False,medium_cut
0.3638427167985503,0.25712134668541375,2.2378900888346065,0.5121620958882975,1.4433054135562893,1.422937836532622,131.10229895611488,56.647523803572014,1.8913221133348008,1.2086675539342349,3,brown,True,0.0,False,medium_cut
1.2790960636234106,0.4528009996606159,0.2013642931997185,1.2016145996770244,2.819909872981891,1.4389051849511134,5.17795682470046,39.96972929414346,1.3123366856680183,2.629275142554783,0,pink,False,0.0,False,medium_cut
1.0530663888205307,1.0296623291737927,1.2513496385967933,1.0630269799820788,0.02476523007326121,1.4020027870946796,164.55146306172642,25.000084726959017,0.2010707513921271,1.2725619470346667,3,green,True,17.01816596742293,False,thin_cut
2.632012568330029,0.7230395516639287,2.442552762719033,0.6685456483300807,1.4539228339076267,1.4349535321062001,142.21636214867064,53.8303432486569,0.19714107497605657,1.250907742583695,1,yellow,False,22.180753670470324,False,medium_cut
1.8285769410290873,0.06237796387420659,1.030243811185371,1.1998707360156806,-0.026867182790667465,0.006283353567580925,-131.5299844719831,76.59253614765561,1.389685429469619,1.5944072544755665,1,black,False,0.0,False,heavy_cut
2.336642981689157,0.22959982578907676,1.4307602069674967,0.14316275987380955,0.0334184814945604,1.3999870041282567,138.03053738417097,47.419980978674516,0.9099972351064889,1.879407108290656,3,blue,False,0.0,False,medium_cut
1.2592963246696203,1.3280543677779382,0.0612832986739185,0.8251605865252238,1.43642954225047,1.4348533961696393,23.910860487841504,1.13950099430798,1.2992834046804536,1.5042448315865347,1,red,True,23.287643549089616,False,straight
0.6453579698687664,0.1464942896894204,0.6366538620394078,0.8592888128699345,1.4509752011592434,1.4096223210629717,34.05155923451199,56.64805873507459,0.7128476651916885,0.982845976532426,1,green,False,5.713591243550928,False,medium_cut
1.5750207951249708,0.9018317578377821,1.3167805452938641,0.34934998163831216,2.827744992583855,1.4303206157912187,35.58059942489395,29.36713996559223,0.609855835149057,1.857824284714592,1,yellow,False,18.378245635987014,False,thin_cut
0.1812410073358579,1.1251024213540943,1.1330694785907358,0.07046228361619579,1.449092878058945,0.01266063837064866,-10.365004543386187,37.56827197869131,1.4206488865371385,0.3212659633458474,1,brown,False,20.903424258411295,False,medium_cut
2.350472528458933,0.37692346906939195,2.029619850424806,0.7599825266980947,-0.0018574794973195419,0.01369719784727507,-159.8286420650265,70.22160462980497,0.49968058060431064,2.1642185504346605,1,blue,True,0.0,False,heavy_cut
1.7939268935066641,1.0296107644569399,1.7377391477199862,0.7294214103749881,-0.024826760452795832,0.014687867582547032,-157.92708097100527,57.325451713245045,0.3054025394143405,1.9019680906486256,2,yellow,False,0.0,False,medium_cut
2.1529691818424617,0.24125115422285595,2.500002362947176,0.9281286982776994,1.4597265534177728,-0.006611038718751877,-138.05872333876474,21.25431293826506,0.7695666243506607,1.3985392864743738,2,black,False,26.481923447087976,False,thin_cut
1.006853749488826,0.40434539026398225,2.427548792820619,0.302358812116389,0.03584616192109046,1.4299744900586229,154.75753578275496,21.136450142296837,1.4243509638673262,2.644193372617224,1,black,False,0.0,False,thin_cut
2.756782389281525,0.4427872838555746,0.6850643477763191,0.2550935736940906,-0.03001462213174472,1.4525397486582607,120.84438321167967,64.33237256437053,2.0802030122880675,1.394709745840008,1,blue,False,0.0,False,heavy_cut
2.5364639845550414,1.4149376866011973,0.05009399045619358,1.3886405628850733,1.4164956572412946,1.3854492710936213,-0.13381659494941947,0.7397835379014168,2.4865090561409273,1.3664053934818905,3,yellow,False,7.06668137833918,False,straight
2.2106091316894836,0.30469265920949934,2.426696985958685,0.16143766330409653,0.038895683562972454,0.022655284457526563,-176.67363073184774,36.86867499471245,0.2592603992408494,2.3918310158539575,3,yellow,False,0.0,False,medium_cut
0.5527739302995879,0.18347459977969072,0.9347032540582935,1.4191601921502635,2.8438760608089724,-0.029698429121110613,-37.19462229586551,69.98086403154849,1.2933634027368315,2.3966919097932995,3,black,True,0.0,False,heavy_cut
1.325487650584777,1.3144818412236026,0.985791574243304,1.022367019296437,2.8397670551811567,1.4172468047053695,12.023804332825563,28.669418670024072,0.4480228715939975,1.895561955949567,1,brown,False,26.39068441403806,False,thin_cut
0.12440269483572972,0.22994158522490088,0.4498412268836665,0.8936375784005743,-0.024371310765735777,-0.02687380846063383,-117.25580560880469,1.1351168754202376,0.739190509610993,1.0354799583792198,1,red,False,58.89736741258414,False,straight
0.4381821574718358,1.2485774858737555,1.9681406358581408,0.48249256359008774,2.8335618008769874,0.022593622315895574,-27.986906361394478,1.3887391694719327,1.7110403425216225,0.9800310347370131,2,green,False,36.827329468227255,False,straight
1.939859027208571,0.9236484112582998,0.7955093281446571,1.2322804060969665,2.8398555243903165,1.3829731242457288,4.215758554364284,19.30935277055528,1.1852383481754905,2.0498925985053846,0,pink,False,31.567725391852736,False,thin_cut
